Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Substrate Temperature,Dew Point,Vapour-Pressure Deficit
2022-08-07 09:10:24,30.8401,79.3099,1742.0,2360.0,1289.0,5012.0,2250.0,479.0,2.86857,29.9,92.4,100.7,28.1,28.4,3.2
2022-08-07 11:30:24,35.1404,62.4733,1966.0,2668.0,1505.0,5687.0,2564.0,1944.0,2.81714,33.6,77.9,100.7,28.2,29.0,11.5
2022-08-07 11:59:23,36.0669,60.5069,1819.0,2517.0,1458.0,5366.0,2389.0,1005.0,2.82857,33.8,76.2,100.7,28.3,28.8,12.5
2022-08-07 15:39:22,37.0135,61.9725,1495.0,2071.0,1181.0,4410.0,1997.0,1673.0,2.82286,33.5,79.2,100.5,29.0,29.2,10.8
2022-08-07 16:02:23,37.4164,63.0718,1574.0,2153.0,1217.0,4551.0,2083.0,1078.0,2.82857,34.6,82.5,100.5,29.1,30.9,9.6
2022-08-07 18:52:22,33.1665,63.9939,93.0,143.0,81.0,292.0,145.0,711.0,2.80572,29.2,83.9,100.6,29.6,26.1,6.6
2022-08-07 21:42:21,29.0173,75.4748,1.0,0.0,0.0,0.0,0.0,241.0,2.81714,26.0,100.0,100.7,29.6,25.8,0.0
2022-08-07 21:59:08,28.6446,76.3969,1.0,0.0,0.0,0.0,0.0,214.0,2.82286,25.9,100.0,100.7,29.6,25.7,0.0
2022-08-08 00:09:08,26.8621,75.6031,0.0,0.0,0.0,0.0,0.0,108.0,2.78286,24.7,86.5,100.7,29.4,22.2,4.2
2022-08-08 02:19:08,25.9053,72.3725,0.0,0.0,0.0,0.0,0.0,80.0,2.79429,24.4,83.8,100.7,29.2,21.3,4.9
2022-08-08 04:29:08,25.9356,68.9649,0.0,0.0,0.0,0.0,0.0,190.0,2.78857,24.4,72.9,100.7,28.9,19.1,8.3
2022-08-08 06:39:08,25.5932,68.6351,56.0,94.0,54.0,196.0,66.0,192.0,2.8,23.3,69.1,100.7,28.6,17.2,8.8
2022-08-08 06:51:32,25.7341,70.7847,197.0,276.0,164.0,586.0,219.0,242.0,2.8,23.3,85.9,100.7,28.5,20.7,4.0
2022-08-08 09:11:32,31.7465,62.6076,1829.0,2437.0,1334.0,5166.0,2359.0,465.0,2.78857,30.6,65.3,100.8,28.3,23.2,15.2
2022-08-08 11:31:32,35.9259,45.7405,1921.0,2584.0,1459.0,5520.0,2532.0,1177.0,2.8,34.0,47.0,100.8,28.3,21.0,28.2
2022-08-08 11:59:38,36.933,45.2641,1800.0,2486.0,1418.0,5320.0,2392.0,1228.0,2.8,34.2,55.7,100.8,28.3,24.0,23.9
2022-08-08 15:39:37,37.648,51.3099,1294.0,1802.0,1027.0,3856.0,1770.0,1072.0,2.79429,33.6,64.3,100.7,28.7,25.8,18.6
2022-08-08 16:02:27,36.9632,53.4229,1171.0,1621.0,929.0,3463.0,1573.0,1191.0,2.80571,32.7,72.9,100.6,28.8,27.0,13.4
2022-08-08 18:52:26,33.6398,62.6626,582.0,786.0,434.0,1652.0,824.0,2243.0,2.80571,30.0,87.3,100.7,29.2,27.5,5.4
2022-08-08 21:42:25,26.8923,57.1481,1.0,0.0,0.0,0.0,0.0,447.0,2.77143,25.2,58.0,100.9,29.2,16.2,13.4
2022-08-08 21:58:46,26.6305,57.6977,1.0,0.0,0.0,0.0,0.0,230.0,2.77714,25.0,59.1,100.9,29.2,16.4,12.9
2022-08-09 00:08:46,25.5629,59.5969,0.0,0.0,0.0,0.0,0.0,348.0,2.76,24.3,62.8,100.8,28.8,16.7,11.3
2022-08-09 02:18:46,25.6234,65.258,1.0,0.0,0.0,0.0,0.0,220.0,2.77714,23.5,87.7,100.9,28.5,21.2,3.5
2022-08-09 04:28:46,25.1299,69.3008,0.0,0.0,0.0,0.0,0.0,137.0,2.78286,22.8,94.2,100.8,28.2,21.7,1.6
2022-08-09 06:38:46,24.9285,70.1252,44.0,68.0,42.0,143.0,42.0,274.0,2.77143,23.3,77.4,100.9,28.0,19.1,6.5
2022-08-09 06:51:03,25.2507,70.058,184.0,256.0,160.0,556.0,207.0,1295.0,2.77143,23.3,77.4,100.9,28.0,19.1,6.5
2022-08-09 09:11:03,31.3738,65.4901,1819.0,2429.0,1332.0,5168.0,2298.0,406.0,2.8,28.8,63.7,100.9,27.7,21.1,14.3
2022-08-09 11:31:03,34.8685,50.9985,1949.0,2665.0,1497.0,5708.0,2560.0,934.0,2.8,32.0,68.0,100.9,27.8,25.2,15.2
2022-08-09 11:59:53,35.4526,49.6855,1875.0,2600.0,1482.0,5534.0,2461.0,1476.0,2.77714,32.7,74.5,100.9,27.8,27.4,12.6
2022-08-09 15:39:52,35.8353,56.4458,1487.0,2058.0,1180.0,4393.0,1963.0,1101.0,2.77714,31.9,72.0,100.8,28.0,26.1,13.3
2022-08-09 16:02:40,36.4194,54.5466,1614.0,2208.0,1258.0,4717.0,2145.0,1456.0,2.77714,32.7,71.9,100.8,28.0,26.8,13.9
2022-08-09 18:52:39,24.9285,73.8076,15.0,21.0,12.0,44.0,15.0,266.0,2.76571,21.8,100.0,101.0,28.4,21.7,0.0
2022-08-09 21:42:38,23.3272,72.0244,0.0,0.0,0.0,0.0,0.0,154.0,2.73714,21.1,100.0,101.0,28.2,21.0,0.0
2022-08-09 21:57:24,23.4883,71.5237,0.0,0.0,0.0,0.0,0.0,101.0,2.73714,21.1,97.8,101.0,28.2,20.6,0.6
2022-08-10 00:07:24,23.5085,72.6229,0.0,0.0,0.0,0.0,0.0,201.0,2.73714,21.0,90.7,101.0,27.9,19.4,2.3
2022-08-10 02:17:24,23.2164,72.7573,0.0,0.0,0.0,0.0,0.0,64.0,2.74286,21.2,78.9,101.0,27.5,17.3,5.3
2022-08-10 04:27:24,23.9214,73.2519,0.0,0.0,0.0,0.0,0.0,61.0,2.76571,21.4,87.7,100.9,27.3,19.2,3.1
2022-08-10 06:37:24,23.4078,74.0214,33.0,55.0,43.0,126.0,33.0,151.0,2.74286,20.3,94.8,101.0,27.0,19.4,1.2
2022-08-10 06:50:35,23.3675,75.8168,130.0,209.0,134.0,468.0,145.0,256.0,2.73714,20.5,100.0,101.0,27.0,20.4,0.0
2022-08-10 09:10:35,29.7726,66.9924,2102.0,2866.0,1578.0,6075.0,2664.0,364.0,2.73714,29.1,78.5,101.0,26.8,24.9,8.7
2022-08-10 11:30:35,36.6006,44.8977,2027.0,2732.0,1538.0,5871.0,2699.0,727.0,2.76,35.2,81.2,101.0,26.9,31.2,10.7
2022-08-10 12:00:23,38.917,52.4397,1803.0,2516.0,1429.0,5447.0,2416.0,733.0,2.77714,35.8,87.6,101.0,27.0,33.1,7.3
2022-08-10 15:40:22,38.5846,53.142,1407.0,1955.0,1117.0,4172.0,1904.0,1568.0,2.75429,33.4,66.4,100.9,27.9,26.1,17.3
2022-08-10 16:02:50,38.0509,52.5191,1419.0,1956.0,1117.0,4164.0,1911.0,1411.0,2.77714,33.4,72.6,100.8,27.9,27.6,14.1
2022-08-10 18:52:49,31.6458,65.258,113.0,161.0,106.0,354.0,132.0,768.0,2.75429,27.0,89.2,101.0,28.5,24.9,3.8
2022-08-10 21:42:48,24.999,71.884,0.0,0.0,0.0,0.0,0.0,243.0,2.75429,21.6,96.0,101.0,26.8,20.9,1.0
2022-08-10 21:58:29,24.9587,71.6214,0.0,0.0,0.0,0.0,0.0,98.0,2.74286,21.6,97.2,101.0,26.8,21.1,0.7
2022-08-11 00:08:29,23.5588,74.4855,0.0,0.0,0.0,0.0,0.0,151.0,2.74857,21.1,92.1,101.0,26.8,19.7,2.0
2022-08-11 02:18:29,23.4783,74.4183,0.0,0.0,0.0,0.0,0.0,66.0,2.73143,21.4,85.3,100.9,--,18.8,3.7
2022-08-11 04:28:29,23.3977,74.1191,0.0,0.0,0.0,0.0,0.0,67.0,2.73714,21.0,86.6,100.9,26.6,18.6,3.3
2022-08-11 06:38:29,23.2869,73.5573,46.0,72.0,45.0,152.0,47.0,111.0,2.73714,22.1,70.4,100.9,26.5,16.4,7.9
2022-08-11 06:50:14,23.448,73.4229,166.0,234.0,149.0,509.0,179.0,151.0,2.74286,22.2,70.4,100.9,26.4,16.5,7.9
2022-08-11 09:10:14,30.0948,67.0229,1908.0,2588.0,1420.0,5465.0,2396.0,186.0,2.73714,27.3,59.0,100.9,26.3,18.5,14.9
2022-08-11 11:30:14,35.0195,52.629,2053.0,2784.0,1556.0,5932.0,2734.0,755.0,2.75429,32.6,67.5,100.9,26.4,25.6,16.0
2022-08-11 11:59:13,36.0367,55.7374,1856.0,2568.0,1483.0,5527.0,2506.0,1761.0,2.76571,32.8,66.6,100.9,26.5,25.6,16.6
2022-08-11 15:39:12,36.7114,55.6824,1336.0,1870.0,1084.0,4016.0,1804.0,1117.0,2.76571,32.7,70.9,100.8,27.2,26.6,14.4
2022-08-11 16:02:18,36.0971,57.0992,1218.0,1693.0,986.0,3624.0,1629.0,900.0,2.76,32.6,68.6,100.8,27.3,25.9,15.4
2022-08-11 18:52:17,33.2873,63.7679,403.0,566.0,308.0,1232.0,627.0,1214.0,2.73714,29.5,78.5,100.7,27.8,25.2,8.9
2022-08-11 21:42:16,25.0594,66.8153,0.0,0.0,0.0,0.0,0.0,234.0,2.73714,22.2,76.3,100.9,27.8,17.7,6.3
2022-08-11 21:58:18,24.8479,67.3405,0.0,0.0,0.0,0.0,0.0,113.0,2.73714,22.5,70.6,100.9,27.8,16.8,8.0
2022-08-12 00:08:18,23.8912,69.8626,0.0,0.0,0.0,0.0,0.0,134.0,2.72,20.9,83.9,100.8,27.5,18.0,4.0
2022-08-12 02:18:18,23.7401,71.6886,0.0,0.0,0.0,0.0,0.0,212.0,2.72571,21.4,80.2,100.7,27.2,17.8,5.0
2022-08-12 04:28:18,23.589,73.6855,0.0,0.0,0.0,0.0,0.0,71.0,2.74857,21.6,78.5,100.7,26.9,17.6,5.6
2022-08-12 06:38:18,23.6696,74.4855,46.0,56.0,28.0,117.0,82.0,465.0,2.72571,20.8,89.2,100.7,26.7,18.9,2.6
2022-08-12 06:50:05,23.8106,75.2427,73.0,107.0,67.0,219.0,105.0,161.0,2.74286,21.1,95.0,100.7,26.7,20.2,1.3
2022-08-12 09:10:05,26.0363,70.1557,565.0,777.0,456.0,1674.0,632.0,213.0,2.71429,24.8,75.8,100.8,26.5,20.1,7.6
2022-08-12 11:30:05,34.6066,61.6611,2128.0,2859.0,1629.0,6129.0,2822.0,943.0,2.74286,32.3,67.9,100.7,26.4,25.4,15.5
2022-08-12 11:58:25,35.2411,61.9908,2159.0,2992.0,1719.0,6410.0,2961.0,1655.0,2.75429,33.0,69.2,100.7,26.5,26.4,15.4
2022-08-12 15:38:24,34.375,59.1511,1750.0,2412.0,1364.0,5153.0,2400.0,937.0,2.74286,30.5,67.5,100.7,26.9,23.6,14.2
2022-08-12 16:01:50,34.6771,53.3679,1221.0,1694.0,988.0,3645.0,1657.0,1266.0,2.74857,30.9,66.0,100.7,26.9,23.7,15.2
2022-08-12 18:51:49,29.7826,64.3298,43.0,57.0,34.0,133.0,42.0,675.0,2.74286,25.2,89.0,100.7,27.2,23.2,3.5
2022-08-12 21:41:48,23.2668,69.0626,0.0,0.0,0.0,0.0,0.0,99.0,2.72,20.8,73.9,100.8,27.2,15.9,6.4
2022-08-12 21:57:29,23.1761,68.9649,0.0,0.0,0.0,0.0,0.0,123.0,2.70857,20.7,75.7,100.8,27.2,16.2,5.9
2022-08-13 00:07:29,22.1892,73.8992,0.0,0.0,0.0,0.0,0.0,116.0,2.72,18.4,97.5,100.8,26.9,17.9,0.5
2022-08-13 02:17:29,21.3231,75.2427,0.0,0.0,0.0,0.0,0.0,112.0,2.72571,18.8,85.8,100.7,26.6,16.2,3.1
2022-08-13 04:27:29,21.4439,77.0076,0.0,0.0,0.0,0.0,0.0,82.0,2.72,18.1,93.8,100.7,26.2,17.0,1.3
2022-08-13 06:37:29,21.6353,76.9099,38.0,53.0,34.0,124.0,39.0,452.0,2.73714,19.7,78.3,100.7,25.9,15.7,5.0
2022-08-13 06:48:59,21.9978,76.8366,160.0,226.0,138.0,490.0,173.0,138.0,2.72,19.7,78.3,100.7,25.9,15.7,5.0
2022-08-13 09:08:59,28.4231,73.4718,1799.0,2395.0,1313.0,5106.0,2154.0,412.0,2.70857,26.4,90.0,100.7,25.6,24.4,3.4
2022-08-13 11:28:59,28.8763,64.7206,688.0,979.0,575.0,2104.0,820.0,167.0,2.70286,24.1,89.0,100.7,25.7,22.1,3.3
2022-08-13 11:58:32,30.6689,63.4198,2652.0,3588.0,2019.0,7612.0,3659.0,365.0,2.72,28.4,79.7,100.7,25.7,24.4,7.8
2022-08-13 15:38:31,35.0397,51.0718,1413.0,2028.0,1155.0,4262.0,1953.0,889.0,2.70286,30.6,62.6,100.6,26.2,22.5,16.4
2022-08-13 16:01:19,34.0628,53.5145,1162.0,1711.0,1000.0,3731.0,1704.0,1476.0,2.71428,29.9,66.6,100.6,26.3,22.9,14.1
2022-08-13 18:51:18,31.0818,61.1969,286.0,412.0,256.0,924.0,389.0,188.0,2.70286,26.6,76.8,100.5,26.7,22.1,8.1
2022-08-13 21:41:17,24.7472,69.0321,1.0,0.0,0.0,0.0,0.0,346.0,2.69143,20.5,97.5,100.6,26.9,20.0,0.6
2022-08-13 21:57:47,24.2034,70.7237,0.0,0.0,0.0,0.0,0.0,101.0,2.69143,20.6,95.5,100.6,26.9,19.8,1.1
2022-08-14 00:07:28,22.7129,67.9328,0.0,0.0,0.0,0.0,0.0,95.0,2.68,20.4,72.7,100.7,26.6,15.3,6.5
2022-08-14 02:17:09,22.3403,65.0992,0.0,0.0,0.0,0.0,0.0,111.0,2.65714,20.3,64.5,100.5,26.3,13.3,8.4
2022-08-14 04:26:50,22.7129,64.8366,0.0,0.0,0.0,0.0,0.0,67.0,2.66857,19.3,73.5,100.5,26.1,14.4,5.9
2022-08-14 06:36:31,22.2295,72.3969,29.0,47.0,31.0,104.0,23.0,208.0,2.70286,18.0,97.6,100.4,25.8,17.6,0.5
2022-08-14 06:49:25,21.8266,73.5695,124.0,177.0,113.0,395.0,147.0,699.0,2.69714,18.1,100.0,100.5,25.7,18.0,0.0
2022-08-14 09:09:25,27.5771,62.3328,1981.0,2683.0,1489.0,5696.0,2473.0,701.0,2.66286,25.4,56.2,100.5,25.5,16.0,14.2
2022-08-14 11:29:25,33.4887,48.6046,2040.0,2774.0,1560.0,5898.0,2817.0,566.0,2.69143,30.8,74.0,100.5,25.5,25.5,11.6
2022-08-14 11:59:13,32.9046,46.2046,1896.0,2636.0,1507.0,5614.0,2633.0,341.0,2.69143,30.4,52.5,100.5,25.5,19.5,20.6
2022-08-14 15:39:13,35.0195,50.5832,1312.0,1824.0,1060.0,3919.0,1847.0,1050.0,2.70857,30.6,66.8,100.5,26.1,23.6,14.6
2022-08-14 16:02:16,35.1404,47.7557,1169.0,1637.0,953.0,3483.0,1622.0,1268.0,2.69714,30.6,62.8,100.4,26.1,22.6,16.3
2022-08-14 18:52:16,30.8401,57.0992,251.0,359.0,231.0,805.0,342.0,131.0,2.68571,26.0,77.2,100.4,26.6,21.6,7.6
2022-08-14 21:42:16,25.2306,69.9603,0.0,0.0,0.0,0.0,0.0,90.0,2.69714,21.7,86.4,100.4,26.7,19.3,3.5
2022-08-14 21:58:44,24.9587,70.9252,0.0,0.0,0.0,0.0,0.0,454.0,2.69143,21.6,87.2,100.5,26.7,19.3,3.3
2022-08-15 00:08:43,23.4883,73.6183,0.0,0.0,0.0,0.0,0.0,91.0,2.68571,20.9,92.8,100.5,26.7,19.6,1.8
2022-10-21 15:40:08,29.2489,63.7008,0.0,0.0,0.0,0.0,0.0,339.0,2.31429,--,--,--,0.0,--,--
2022-10-21 16:03:39,28.131,63.4321,0.0,0.0,0.0,0.0,0.0,559.0,2.29143,--,--,--,0.0,--,--
2022-10-21 18:53:39,21.7763,75.8718,0.0,0.0,0.0,0.0,0.0,138.0,2.29143,19.8,81.6,102.2,0.0,16.5,4.2
2022-10-21 21:43:39,18.0601,82.0947,0.0,0.0,0.0,0.0,0.0,97.0,2.30857,18.8,92.2,102.2,0.0,17.4,1.7
2022-10-22 11:34:05,27.1139,78.8397,942.0,1430.0,898.0,3118.0,1140.0,132.0,2.29714,23.0,72.3,102.4,0.0,17.7,7.8
2022-10-22 12:00:39,28.2922,73.2153,796.0,1187.0,756.0,2606.0,981.0,93.0,2.28571,23.0,72.3,102.4,0.0,17.7,7.8
2022-11-04 15:39:31,16.9523,94.626,0.0,0.0,0.0,0.0,0.0,930.0,2.41143,--,--,--,0.0,--,--
2022-11-04 16:00:49,16.8113,94.7237,0.0,0.0,0.0,0.0,0.0,954.0,2.41143,--,--,--,0.0,--,--
2022-11-04 18:50:49,16.0762,94.8031,0.0,0.0,0.0,0.0,0.0,96.0,2.41714,--,--,--,0.0,--,--
2022-11-08 11:30:46,25.5327,78.9679,468.0,724.0,464.0,1564.0,559.0,243.0,2.26286,21.4,55.5,102.1,0.0,12.1,11.4
2022-11-08 11:59:06,27.3757,73.716,308.0,477.0,298.0,1025.0,376.0,64.0,2.30857,21.4,55.5,102.1,0.0,12.1,11.4
2022-11-08 15:39:06,24.8882,71.3221,0.0,0.0,0.0,0.0,0.0,107.0,2.31429,21.6,56.4,102.0,0.0,12.5,11.2
2022-11-08 16:02:19,23.156,71.7618,0.0,0.0,0.0,0.0,0.0,156.0,2.29714,21.6,56.4,102.0,0.0,12.5,11.2
2022-11-17 12:00:33,22.3705,80.3603,292.0,429.0,267.0,916.0,349.0,267.0,2.24,22.1,61.5,100.5,0.0,14.4,10.3
2022-11-17 15:40:33,23.4783,75.1145,0.0,0.0,0.0,0.0,0.0,288.0,2.26286,22.2,59.7,100.5,0.0,13.9,10.8
2023-02-26 10:02:25,14.9885,94.7786,1109.0,1666.0,948.0,3494.0,1582.0,206.0,2.82285,18.3,100.0,99.3,15.6,18.2,0.0
2023-02-26 13:29:14,14.9885,94.7786,345.0,551.0,306.0,1199.0,377.0,206.0,2.79428,18.6,82.8,99.6,16.8,15.6,3.7
2023-02-26 15:34:44,14.9885,94.7786,1485.0,2224.0,1241.0,4732.0,2077.0,206.0,2.80572,19.0,81.0,99.6,16.9,15.6,4.2
2023-02-26 15:49:39,14.9885,94.7786,420.0,628.0,366.0,1339.0,610.0,206.0,2.8,19.3,76.7,99.6,16.9,15.0,5.2
2023-02-26 18:43:39,14.9885,94.7786,225.0,341.0,212.0,718.0,405.0,206.0,2.80571,11.7,100.0,99.9,16.6,11.6,0.0
2023-02-26 21:37:39,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.8,10.9,100.0,100.1,15.8,10.8,0.0
2023-02-26 21:54:21,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.80571,10.8,100.0,100.1,15.8,10.8,0.0
2023-02-27 00:00:51,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.77714,10.3,100.0,100.2,15.6,10.2,0.0
2023-02-27 02:07:21,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.78286,10.4,100.0,100.3,15.3,10.3,0.0
2023-02-27 06:35:41,14.9885,94.7786,1354.0,1929.0,1071.0,3977.0,2264.0,206.0,2.80571,13.1,100.0,100.5,14.9,13.1,0.0
2023-02-27 08:43:10,14.9885,94.7786,2540.0,3681.0,2023.0,7578.0,4163.0,206.0,2.79428,13.1,100.0,100.5,14.9,13.1,0.0
2023-02-27 18:44:56,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.81143,12.2,100.0,100.9,16.3,12.1,0.0
2023-02-27 21:38:56,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.81143,12.6,100.0,101.0,16.0,12.5,0.0
2023-02-27 21:54:15,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.8,12.6,100.0,101.1,15.9,12.6,0.0
2023-02-28 02:07:15,14.9885,94.7786,1.0,1.0,1.0,3.0,1.0,206.0,2.79429,12.6,100.0,101.0,15.5,12.6,0.0
2023-02-28 04:13:45,14.9885,94.7786,22.0,32.0,29.0,79.0,32.0,206.0,2.77142,12.9,100.0,101.0,15.5,12.8,0.0
2023-02-28 08:42:47,14.9885,94.7786,1238.0,1866.0,1029.0,3933.0,1729.0,206.0,2.76,16.3,75.1,101.0,15.2,11.8,4.6
2023-02-28 10:50:16,14.9885,94.7786,927.0,1429.0,783.0,3053.0,1151.0,206.0,2.76,18.9,62.3,101.0,16.5,11.5,8.2
2023-02-28 11:17:58,14.9885,94.7786,1754.0,2601.0,1463.0,5417.0,2621.0,206.0,2.75429,19.1,79.8,100.9,16.5,15.4,4.5
2023-02-28 13:23:28,14.9885,94.7786,1141.0,1691.0,968.0,3534.0,1785.0,206.0,2.77142,17.9,100.0,100.9,17.7,17.8,0.0
2023-02-28 15:51:10,14.9885,94.7786,379.0,511.0,294.0,1078.0,739.0,206.0,2.76,14.0,100.0,101.0,17.1,13.9,0.0
2023-02-28 18:45:10,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.77714,12.9,100.0,100.7,16.6,12.8,0.0
2023-02-28 21:39:10,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.78286,13.3,100.0,100.7,16.5,13.2,0.0
2023-02-28 21:55:23,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.8,13.3,100.0,100.7,16.5,13.2,0.0
2023-03-01 00:01:53,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.76572,12.8,100.0,100.9,16.1,12.7,0.0
2023-03-01 02:08:23,14.9885,94.7786,0.0,0.0,0.0,1.0,0.0,206.0,2.8,12.8,100.0,100.9,16.0,12.7,0.0
2023-03-01 04:14:53,14.9885,94.7786,33.0,40.0,34.0,96.0,56.0,206.0,2.78285,12.6,100.0,100.8,15.9,12.6,0.0
2023-03-01 18:45:09,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.81715,12.8,100.0,100.7,17.0,12.8,0.0
2023-03-01 21:39:09,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.8,12.9,100.0,100.7,16.7,12.9,0.0
2023-03-01 21:54:39,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.79429,13.0,100.0,100.7,16.7,13.0,0.0
2023-03-02 00:01:09,14.9885,94.7786,0.0,0.0,0.0,1.0,0.0,206.0,2.76,12.3,100.0,100.7,16.4,12.3,0.0
2023-03-02 02:07:39,14.9885,94.7786,10.0,22.0,16.0,48.0,16.0,206.0,2.76572,13.0,100.0,100.7,16.3,12.9,0.0
2023-03-02 04:14:09,14.9885,94.7786,2417.0,3519.0,2002.0,7346.0,4033.0,206.0,2.73714,13.0,100.0,100.6,16.1,12.9,0.0
2023-03-02 06:20:39,14.9885,94.7786,1976.0,2984.0,1704.0,6196.0,3221.0,206.0,2.74286,13.0,100.0,100.7,16.0,12.9,0.0
2023-03-02 06:35:53,14.9885,94.7786,4682.0,6893.0,3956.0,14155.0,7562.0,206.0,2.73143,12.5,100.0,100.7,16.0,12.5,0.0
2023-03-02 08:43:22,14.9885,94.7786,3973.0,5863.0,3342.0,12200.0,6327.0,206.0,2.8,10.7,100.0,100.8,15.6,10.6,0.0
2023-03-02 10:50:51,14.9885,94.7786,4646.0,6809.0,3926.0,14269.0,7469.0,206.0,2.8,22.8,77.6,100.8,16.2,18.6,6.2
2023-03-02 12:35:34,14.9885,94.7786,3482.0,5045.0,2960.0,10538.0,5994.0,206.0,2.81143,15.9,100.0,100.9,16.3,15.8,0.0
2023-03-02 14:41:04,14.9885,94.7786,759.0,1047.0,634.0,2176.0,1467.0,206.0,2.83428,16.7,100.0,100.8,17.1,16.6,0.0
2023-03-02 15:51:25,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.81715,24.2,77.6,100.8,17.3,19.9,6.8
2023-03-02 18:45:25,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.82857,13.2,100.0,100.9,16.9,13.1,0.0
2023-03-02 21:39:25,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.81714,12.8,100.0,101.1,16.4,12.8,0.0
2023-03-02 22:00:02,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.80571,12.8,100.0,101.1,16.4,12.8,0.0
2023-03-03 00:06:32,14.9885,94.7786,1.0,1.0,1.0,7.0,1.0,206.0,2.78286,12.8,100.0,101.0,16.2,12.7,0.0
2023-03-03 02:13:02,14.9885,94.7786,30.0,49.0,38.0,121.0,44.0,206.0,2.77142,12.5,100.0,101.0,16.0,12.5,0.0
2023-03-03 04:19:32,14.9885,94.7786,3253.0,4834.0,2788.0,10057.0,5674.0,206.0,2.75429,12.9,100.0,100.9,15.8,12.9,0.0
2023-03-03 06:26:02,14.9885,94.7786,6644.0,9693.0,5402.0,19953.0,13108.0,206.0,2.70857,12.9,100.0,100.9,15.6,12.8,0.0
2023-03-03 06:36:31,14.9885,94.7786,6841.0,9979.0,5560.0,20544.0,13631.0,206.0,2.73714,12.9,100.0,100.9,15.6,12.8,0.0
2023-03-03 08:44:00,14.9885,94.7786,7004.0,9919.0,5502.0,20664.0,12150.0,206.0,2.89143,14.4,100.0,100.9,15.6,14.4,0.0
2023-03-03 10:51:29,14.9885,94.7786,6316.0,8934.0,5006.0,18668.0,11156.0,206.0,2.90857,19.1,95.5,100.9,16.0,18.3,1.0
2023-03-03 11:17:40,14.9885,94.7786,2120.0,2955.0,1699.0,6154.0,3510.0,206.0,2.90286,19.1,95.5,100.9,16.0,18.3,1.0
2023-03-03 18:44:45,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.86857,12.8,100.0,100.7,16.7,12.8,0.0
2023-03-03 21:38:45,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.84571,12.5,100.0,100.7,16.6,12.5,0.0
2023-03-03 21:54:29,14.9885,94.7786,2.0,6.0,6.0,10.0,6.0,206.0,2.81715,12.8,100.0,100.7,16.5,12.8,0.0
2023-03-04 00:00:59,14.9885,94.7786,64.0,120.0,90.0,272.0,112.0,206.0,2.80572,12.5,100.0,100.8,16.3,12.4,0.0
2023-03-04 02:07:29,14.9885,94.7786,2914.0,4376.0,2548.0,9138.0,5025.0,206.0,2.77143,12.5,100.0,100.7,16.1,12.4,0.0
2023-03-04 04:13:59,14.9885,94.7786,5023.0,7366.0,4121.0,15258.0,9630.0,206.0,2.76571,12.5,100.0,100.7,16.0,12.4,0.0
2023-03-04 06:20:29,14.9885,94.7786,7367.0,10588.0,5862.0,21767.0,13946.0,206.0,2.77143,12.8,100.0,100.7,15.8,12.8,0.0
2023-03-04 06:35:54,14.9885,94.7786,5199.0,7365.0,4093.0,15271.0,9257.0,206.0,2.92571,12.4,100.0,100.7,15.8,12.4,0.0
2023-03-04 08:43:23,14.9885,94.7786,4827.0,6835.0,3832.0,14181.0,8515.0,206.0,2.94858,12.4,93.7,100.8,15.8,11.3,0.9
2023-03-04 10:50:52,14.9885,94.7786,853.0,1271.0,703.0,2629.0,1301.0,206.0,2.96,14.2,81.7,100.9,15.7,11.1,3.0
2023-03-04 11:18:54,14.9885,94.7786,275.0,410.0,276.0,848.0,546.0,206.0,2.97143,16.7,84.9,100.9,15.8,14.1,2.9
2023-03-04 13:24:24,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.93714,18.1,63.4,100.8,17.0,11.0,7.6
2023-03-04 15:29:54,14.9885,94.7786,0.0,0.0,0.0,0.0,0.0,206.0,2.94286,14.8,69.8,100.7,16.7,9.3,5.1
